timestamp,close,time
2024-11-18 11:40:00,228.945,11:40:00
2024-11-18 11:45:00,228.57,11:45:00
2024-11-18 11:50:00,228.5799,11:50:00
2024-11-18 11:55:00,228.54,11:55:00
2024-11-18 12:00:00,228.655,12:00:00
2024-11-18 12:05:00,228.445,12:05:00
2024-11-18 12:10:00,228.72,12:10:00
2024-11-18 12:15:00,228.73,12:15:00
2024-11-18 12:20:00,228.7184,12:20:00
2024-11-18 12:25:00,228.75,12:25:00
2024-11-18 12:30:00,228.75,12:30:00
2024-11-18 12:35:00,228.895,12:35:00
2024-11-18 12:40:00,228.92,12:40:00
2024-11-18 12:45:00,228.7796,12:45:00
2024-11-18 12:50:00,229.05,12:50:00
2024-11-18 12:55:00,229.602,12:55:00
2024-11-18 13:00:00,229.68,13:00:00
2024-11-18 13:05:00,229.545,13:05:00
2024-11-18 13:10:00,229.335,13:10:00
2024-11-18 13:15:00,229.32,13:15:00
2024-11-18 13:20:00,229.28,13:20:00
2024-11-18 13:25:00,228.965,13:25:00
2024-11-18 13:30:00,229.09,13:30:00
2024-11-18 13:35:00,229.14,13:35:00
2024-11-18 13:40:00,228.82,13:40:00
2024-11-18 13:45:00,228.865,13:45:00
2024-11-18 13:50:00,229.0601,13:50:00
2024-11-18 13:55:00,229.446,13:55:00
2024-11-18 14:00:00,229.275,14:00:00
2024-11-18 14:05:00,229.1109,14:05:00
2024-11-18 14:10:00,229.01,14:10:00
2024-11-18 14:15:00,228.99,14:15:00
2024-11-18 14:20:00,228.78,14:20:00
2024-11-18 14:25:00,228.815,14:25:00
2024-11-18 14:30:00,228.798,14:30:00
2024-11-18 14:35:00,228.875,14:35:00
2024-11-18 14:40:00,228.945,14:40:00
2024-11-18 14:45:00,228.97,14:45:00
2024-11-18 14:50:00,229.06,14:50:00
2024-11-18 14:55:00,228.855,14:55:00
2024-11-18 15:00:00,228.865,15:00:00
2024-11-18 15:05:00,228.75,15:05:00
2024-11-18 15:10:00,228.53,15:10:00
2024-11-18 15:15:00,228.49,15:15:00
2024-11-18 15:20:00,228.36,15:20:00
2024-11-18 15:25:00,228.06,15:25:00
2024-11-18 15:30:00,227.835,15:30:00
2024-11-18 15:35:00,227.775,15:35:00
2024-11-18 15:40:00,227.775,15:40:00
2024-11-18 15:45:00,227.785,15:45:00
2024-11-18 15:50:00,227.36,15:50:00
2024-11-18 15:55:00,227.99,15:55:00
2024-11-18 16:00:00,228.02,16:00:00
2024-11-18 16:05:00,227.99,16:05:00
2024-11-18 16:10:00,228.04,16:10:00
2024-11-18 16:15:00,228.13,16:15:00
2024-11-18 16:20:00,228.14,16:20:00
2024-11-18 16:25:00,228.175,16:25:00
2024-11-18 16:30:00,228.27,16:30:00
2024-11-18 16:35:00,228.27,16:35:00
2024-11-18 16:40:00,228.36,16:40:00
2024-11-18 16:45:00,228.55,16:45:00
2024-11-18 16:50:00,228.53,16:50:00
2024-11-18 16:55:00,228.39,16:55:00
2024-11-18 17:00:00,228.41,17:00:00
2024-11-18 17:05:00,228.4,17:05:00
2024-11-18 17:10:00,228.39,17:10:00
2024-11-18 17:15:00,228.51,17:15:00
2024-11-18 17:20:00,228.34,17:20:00
2024-11-18 17:25:00,228.46,17:25:00
2024-11-18 17:30:00,228.295,17:30:00
2024-11-18 17:35:00,228.18,17:35:00
2024-11-18 17:40:00,228.18,17:40:00
2024-11-18 17:45:00,228.235,17:45:00
2024-11-18 17:50:00,228.15,17:50:00
2024-11-18 17:55:00,228.3188,17:55:00
2024-11-18 18:00:00,228.02,18:00:00
2024-11-18 18:05:00,227.73,18:05:00
2024-11-18 18:10:00,227.8,18:10:00
2024-11-18 18:15:00,227.61,18:15:00
2024-11-18 18:20:00,227.72,18:20:00
2024-11-18 18:25:00,227.95,18:25:00
2024-11-18 18:30:00,227.885,18:30:00
2024-11-18 18:35:00,227.81,18:35:00
2024-11-18 18:40:00,227.93,18:40:00
2024-11-18 18:45:00,227.92,18:45:00
2024-11-18 18:50:00,227.92,18:50:00
2024-11-18 18:55:00,227.85,18:55:00
2024-11-18 19:00:00,227.95,19:00:00
2024-11-18 19:05:00,227.915,19:05:00
2024-11-18 19:10:00,228.01,19:10:00
2024-11-18 19:15:00,228.25,19:15:00
2024-11-18 19:20:00,228.2,19:20:00
2024-11-18 19:25:00,228.135,19:25:00
2024-11-18 19:30:00,228.06,19:30:00
2024-11-18 19:35:00,228.1,19:35:00
2024-11-18 19:40:00,227.93,19:40:00
2024-11-18 19:45:00,227.9946,19:45:00
2024-11-18 19:50:00,228.06,19:50:00
2024-11-18 19:55:00,228.1,19:55:00
